gene,essential_category,database,Protein
PENK,Non-essential,D,P01210
PDYN,Non-essential,D,P01213
CGA,Non-essential,D,P01215
TSHB,Non-essential,D,P01222
FSHB,Non-essential,D,P01225
LHB,Non-essential,D,P01229
PRL,Non-essential,D,P01236
GH1,Non-essential,D,P01241
GH2,Non-essential,D,P01242
CALCA,Non-essential,D,P01258
TG,Non-essential,D,P01266
PTH,Non-essential,D,P01270
GCG,Non-essential,D,P01275
VIP,Non-essential,D,P01282
GHRH,Non-essential,D,P01286
PPY,Non-essential,D,P01298
NPY,Non-essential,D,P01303
INS,Non-essential,D,P01308
IGF2,Non-essential,D,P01344
GAST,Non-essential,D,P01350
LTA,Non-essential,D,P01374
TNF,Non-essential,D,P01375
IFNA1,Non-essential,D,P01562
IFNA2,Non-essential,D,P01563
IFNA10,Non-essential,D,P01566
IFNA7,Non-essential,D,P01567
IFNA21,Non-essential,D,P01568
IFNA5,Non-essential,D,P01569
IFNA14,Non-essential,D,P01570
IFNA17,Non-essential,D,P01571
IFNB1,Non-essential,D,P01574
IFNG,Non-essential,D,P01579
IL1A,Non-essential,D,P01583
IL1B,Non-essential,D,P01584
EPO,Non-essential,D,P01588
IL2RA,Non-essential,D,P01589
JCHAIN,Non-essential,D,P01591
CD4,Non-essential,D,P01730
CD8A,Non-essential,D,P01732
PIGR,Non-essential,D,P01833
HLA-B,Non-essential,D,P01889
HLA-DRA,Non-essential,D,P01903
HLA-DQA2,Non-essential,D,P01906
HLA-DQA1,Non-essential,D,P01909
HLA-DRB1,Non-essential,D,P01911
HLA-DQB1,Non-essential,D,P01920
HBZ,Non-essential,D,P02008
HBE1,Cancer,O,P02100
MB,Non-essential,D,P02144
COL1A1,Non-essential,D,P02452
COL2A1,Non-essential,D,P02458
COL3A1,Non-essential,D,P02461
COL4A1,Non-essential,D,P02462
CRYAA,Non-essential,D,P02489
CRYAB,Non-essential,D,P02511
KRT14,Non-essential,D,P02533
KRT6A,Non-essential,D,P02538
LMNA,Non-essential,D,P02545
SPTA1,Non-essential,D,P02549
TNNC2,Non-essential,D,P02585
APOA1,Non-essential,D,P02647
APOE,Non-essential,D,P02649
APOA2,Non-essential,D,P02652
APOC1,Non-essential,D,P02654
APOC2,Non-essential,D,P02655
APOC3,Cancer,O,P02656
FGA,Non-essential,D,P02671
FGB,Non-essential,D,P02675
FGG,Non-essential,D,P02679
MBP,Non-essential,D,P02686
PMP2,Non-essential,D,P02689
CHRNA1,Non-essential,D,P02708
GYPA,Non-essential,D,P02724
SLC4A1,Non-essential,D,P02730
CRP,Non-essential,D,P02741
APCS,Non-essential,D,P02743
C1QA,Cancer,O,P02745
C1QB,Non-essential,D,P02746
C1QC,Non-essential,D,P02747
C9,Non-essential,D,P02748
APOH,Non-essential,D,P02749
LRG1,Non-essential,D,P02750
FN1,Non-essential,D,P02751
RBP4,Non-essential,D,P02753
AMBP,Cancer,O,P02760
ORM1,Non-essential,D,P02763
AHSG,Non-essential,D,P02765
TTR,Non-essential,D,P02766
ALB,Non-essential,D,P02768
AFP,Cancer,O,P02771
GC,Cancer,O,P02774
PPBP,Non-essential,D,P02775
PF4,Non-essential,D,P02776
CXCL10,Non-essential,D,P02778
TFRC,Non-essential,D,P02786
TF,Cancer,O,P02787
LTF,Non-essential,D,P02788
HPX,Non-essential,D,P02790
FTL,Cancer,O,P02792
FTH1,Non-essential,D,P02794
MT2A,Non-essential,D,P02795
STATH,Non-essential,D,P02808
PRH2,Non-essential,D,P02810
PRB2,Non-essential,D,P02812
SMR3B,Non-essential,D,P02814
BGLAP,Cancer,O,P02818
ESR1,Non-essential,D,P03372
ANG,Non-essential,D,P03950
F11,Non-essential,D,P03951
KLKB1,Non-essential,D,P03952
MMP1,Non-essential,D,P03956
AMH,Non-essential,D,P03971
SLPI,Non-essential,D,P03973
OPN1SW,Cancer,O,P03999
OPN1LW,Non-essential,D,P04000
C4BPA,Non-essential,D,P04003
VTN,Non-essential,D,P04004
HMGCR,Core,D,P04035
CAT,Cancer,O,P04040
RAF1,Non-essential,D,P04049
DNTT,Non-essential,D,P04053
PLA2G1B,Non-essential,D,P04054
GBA1,Non-essential,D,P04062
FUCA1,Non-essential,D,P04066
PROC,Non-essential,D,P04070
ALDOA,Core,D,P04075
CSTB,Non-essential,D,P04080
ANXA1,Non-essential,D,P04083
PDGFA,Non-essential,D,P04085
RLN2,Non-essential,D,P04090
APOB,Non-essential,D,P04114
CLPS,Non-essential,D,P04118
CSF2,Non-essential,D,P04141
NR3C1,Non-essential,D,P04150
TFF1,Non-essential,D,P04155
PRNP,Cancer,O,P04156
SOD2,Non-essential,D,P04179
LCAT,Non-essential,D,P04180
OAT,Non-essential,D,P04181
TK1,Non-essential,D,P04183
HRG,Non-essential,D,P04196
MYCN,Non-essential,D,P04198
MAS1,Non-essential,D,P04201
THY1,Non-essential,D,P04216
A1BG,Cancer,O,P04217
CD74,Non-essential,D,P04233
CD3D,Non-essential,D,P04234
KRT6B,Non-essential,D,P04259
KRT1,Non-essential,D,P04264
S100B,Non-essential,D,P04271
VWF,Non-essential,D,P04275
SHBG,Non-essential,D,P04278
SEMG1,Non-essential,D,P04279
TUBB4A,Non-essential,D,P04350
GAPDH,Core,D,P04406
ASL,Non-essential,D,P04424
HLA-A,Non-essential,D,P04439
HLA-DPB1,Non-essential,D,P04440
PRM1,Non-essential,D,P04553
PRM2,Non-essential,D,P04554
ERBB2,Non-essential,D,P04626
WNT1,Non-essential,D,P04628
NTRK1,Non-essential,D,P04629
CAPNS1,Non-essential,D,P04632
TP53,Non-essential,D,P04637
MT1A,Non-essential,D,P04731
MT1E,Non-essential,D,P04732
MT1F,Non-essential,D,P04733
AMY2A,Non-essential,D,P04746
HSPB1,Non-essential,D,P04792
CYP1A1,Non-essential,D,P04798
RLN1,Non-essential,D,P04808
TYMS,Non-essential,D,P04818
CYBB,Non-essential,D,P04839
RPN1,Core,D,P04843
RPN2,Core,B,P04844
GNAI2,Non-essential,D,P04899
H2AC4,Non-essential,D,P04908
SLC4A2,Non-essential,D,P04920
GYPC,Non-essential,D,P04921
IFNW1,Non-essential,D,P05000
IFNA6,Non-essential,D,P05013
IFNA4,Non-essential,D,P05014
IFNA16,Non-essential,D,P05015
IGF1,Non-essential,D,P05019
ATP1A1,Core,D,P05023
ATP1B1,Non-essential,D,P05026
CHGB,Non-essential,D,P05060
ALDOB,Non-essential,D,P05062
APP,Non-essential,D,P05067
ARG1,Non-essential,D,P05089
APOD,Non-essential,D,P05090
ALDH2,Non-essential,D,P05091
CYP17A1,Non-essential,D,P05093
ITGB3,Non-essential,D,P05106
ITGB2,Non-essential,D,P05107
CYP11A1,Non-essential,D,P05108
S100A8,Non-essential,D,P05109
INHA,Non-essential,D,P05111
IL4,Non-essential,D,P05112
IL5,Non-essential,D,P05113
HMGN1,Non-essential,D,P05114
SERPINB2,Non-essential,D,P05120
SERPINE1,Non-essential,D,P05121
PRKCG,Non-essential,D,P05129
SLC25A5,Non-essential,D,P05141
SERPINA5,Non-essential,D,P05154
SERPING1,Cancer,O,P05155
CFI,Non-essential,D,P05156
F13B,Non-essential,D,P05160
ISG15,Non-essential,D,P05161
LGALS2,Non-essential,D,P05162
MPO,Non-essential,D,P05164
PCCA,Non-essential,D,P05165
PCCB,Non-essential,D,P05166
CYP1A2,Non-essential,D,P05177
CYP2E1,Cancer,O,P05181
ALPL,Cancer,O,P05186
ALPP,Non-essential,D,P05187
EIF2S1,Core,B,P05198
HMGN2,Non-essential,D,P05204
FGF1,Non-essential,D,P05230
IL6,Non-essential,D,P05231
EDN1,Non-essential,D,P05305
ICAM1,Non-essential,D,P05362
RPLP1,Core,B,P05386
RPLP2,Core,D,P05387
RPLP0,Core,B,P05388
SCG5,Non-essential,D,P05408
JUN,Non-essential,D,P05412
FABP3,Non-essential,D,P05413
POLR3D,Non-essential,D,P05423
REG1A,Non-essential,D,P05451
CLEC3B,Non-essential,D,P05452
SSB,Non-essential,D,P05455
ATP5MC1,Non-essential,D,P05496
HLA-DQB2,Non-essential,D,P05538
SERPINA7,Non-essential,D,P05543
SERPIND1,Cancer,O,P05546
TFAP2A,Non-essential,D,P05549
ITGB1,Non-essential,D,P05556
PRKCB,Non-essential,D,P05771
KRT18,Cancer,O,P05783
KRT8,Non-essential,D,P05787
CRYBA1,Non-essential,D,P05813
CSN2,Non-essential,D,P05814
CALB1,Non-essential,D,P05937
MYL1,Non-essential,D,P05976
HPN,Non-essential,D,P05981
COL5A2,Non-essential,D,P05997
GYPB,Non-essential,D,P06028
CD1A,Non-essential,D,P06126
CD5,Non-essential,D,P06127
UROD,Non-essential,D,P06132
UGT2B4,Non-essential,D,P06133
INSR,Cancer,O,P06213
LCK,Non-essential,D,P06239
FYN,Non-essential,D,P06241
BCHE,Non-essential,D,P06276
GLA,Non-essential,D,P06280
CCK,Non-essential,D,P06307
HLA-DOA,Non-essential,D,P06340
GSN,Non-essential,D,P06396
RB1,Non-essential,D,P06400
PGR,Non-essential,D,P06401
PTMA,Non-essential,D,P06454
CDK1,Core,B,P06493
ATP5F1B,Core,D,P06576
C2,Cancer,O,P06681
S100A9,Non-essential,D,P06702
S100A6,Non-essential,D,P06703
APOA4,Non-essential,D,P06727
CD2,Non-essential,D,P06729
EIF4E,Core,D,P06730
CEACAM5,Non-essential,D,P06731
CKM,Non-essential,D,P06732
ENO1,Non-essential,D,P06733
FCER2,Non-essential,D,P06734
PYGL,Non-essential,D,P06737
GPI,Non-essential,D,P06744
POLB,Non-essential,D,P06746
NPM1,Non-essential,D,P06748
TPM3,Non-essential,D,P06753
ITGAV,Core,O,P06756
CRH,Non-essential,D,P06850
LPL,Non-essential,D,P06858
HEXA,Non-essential,D,P06865
KLK1,Non-essential,D,P06870
CALCA,Non-essential,D,P06881
H2BC11,Core,D,P06899
SERPINE2,Cancer,O,P07093
LIPF,Non-essential,D,P07098
EPHX1,Non-essential,D,P07099
TH,Non-essential,D,P07101
DBI,Cancer,O,P07108
FABP1,Cancer,O,P07148
LDHB,Non-essential,D,P07195
NEFL,Cancer,O,P07196
NEFM,Non-essential,D,P07197
CENPB,Non-essential,D,P07199
TPO,Non-essential,D,P07202
GPX1,Non-essential,D,P07203
THBD,Non-essential,D,P07204
PGK2,Non-essential,D,P07205
PROS1,Non-essential,D,P07225
P4HB,Non-essential,D,P07237
KLK3,Non-essential,D,P07288
H1-0,Non-essential,D,P07305
ASGR1,Non-essential,D,P07306
ASGR2,Non-essential,D,P07307
ACYP1,Non-essential,D,P07311
CRYGC,Cancer,O,P07315
CRYGB,Non-essential,D,P07316
CRYGD,Non-essential,D,P07320
ADH1A,Non-essential,D,P07327
FES,Non-essential,D,P07332
CSF1R,Non-essential,D,P07333
CTSD,Non-essential,D,P07339
ANXA2,Non-essential,D,P07355
C8A,Non-essential,D,P07357
C8B,Non-essential,D,P07358
GP1BA,Non-essential,D,P07359
C8G,Non-essential,D,P07360
CAPN1,Non-essential,D,P07384
TUBB,Core,D,P07437
MT1B,Non-essential,D,P07438
CA3,Non-essential,D,P07451
IVL,Non-essential,D,P07476
PRSS1,Non-essential,D,P07477
PRSS2,Non-essential,D,P07478
GRP,Non-essential,D,P07492
CSN3,Non-essential,D,P07498
CHRNG,Non-essential,D,P07510
ADRB2,Cancer,O,P07550
DCN,Non-essential,D,P07585
PSAP,Non-essential,D,P07602
HEXB,Cancer,O,P07686
CTSL,Non-essential,D,P07711
PFN1,Non-essential,D,P07737
BPGM,Cancer,O,P07738
APRT,Non-essential,D,P07741
CD3E,Non-essential,D,P07766
EPRS1,Core,D,P07814
CTSB,Non-essential,D,P07858
LDHC,Non-essential,D,P07864
HSP90AA1,Non-essential,D,P07900
GALT,Non-essential,D,P07902
HNRNPC,Core,B,P07910
UMOD,Non-essential,D,P07911
LAMB1,Non-essential,D,P07942
YES1,Non-essential,D,P07947
LYN,Non-essential,D,P07948
RET,Non-essential,D,P07949
TPM2,Non-essential,D,P07951
FH,Non-essential,D,P07954
SFTPB,Non-essential,D,P07988
ERCC1,Non-essential,D,P07992
THBS1,Non-essential,D,P07996
RNASE1,Non-essential,D,P07998
GJB1,Non-essential,D,P08034
SP1,Non-essential,D,P08047
ZFY,Cancer,O,P08048
IGF1R,Core,O,P08069
RHO,Non-essential,D,P08100
MSMB,Non-essential,D,P08118
COL1A2,Non-essential,D,P08123
ANXA6,Non-essential,D,P08133
RHOC,Non-essential,D,P08134
NGFR,Non-essential,D,P08138
GLI1,Cancer,O,P08151
CHRM2,Non-essential,D,P08172
CHRM4,Non-essential,D,P08173
CD55,Cancer,O,P08174
ABCB1,Cancer,O,P08183
SERPINA6,Non-essential,D,P08185
SLC3A2,Non-essential,D,P08195
CELA2A,Non-essential,D,P08217
CELA2B,Non-essential,D,P08218
NR3C2,Non-essential,D,P08235
GUSB,Non-essential,D,P08236
PFKM,Non-essential,D,P08237
HSP90AB1,Non-essential,D,P08238
SRPRA,Non-essential,D,P08240
ASNS,Non-essential,D,P08243
ELANE,Non-essential,D,P08246
SYP,Non-essential,D,P08247
MMP2,Non-essential,D,P08253
MMP3,Non-essential,D,P08254
GSTA1,Cancer,O,P08263
SOD3,Non-essential,D,P08294
CTSG,Non-essential,D,P08311
ADH4,Non-essential,D,P08319
HMBS,Non-essential,D,P08397
MME,Non-essential,D,P08473
INHBA,Non-essential,D,P08476
MGP,Non-essential,D,P08493
ITGA2B,Non-essential,D,P08514
LPA,Non-essential,D,P08519
PDHA1,Cancer,O,P08559
PLEK,Non-essential,D,P08567
CD14,Non-essential,D,P08571
COL4A2,Cancer,O,P08572
CYC1,Non-essential,D,P08574
PTPRC,Non-essential,D,P08575
SNRPB2,Non-essential,D,P08579
MET,Non-essential,D,P08581
MELTF,Non-essential,D,P08582
ADRB1,Cancer,O,P08588
MYL3,Non-essential,D,P08590
CFH,Non-essential,D,P08603
FGF4,Non-essential,D,P08620
SNRNP70,Core,B,P08621
HCK,Non-essential,D,P08631
FCGR3A,Non-essential,D,P08637
ITGA5,Non-essential,D,P08648
NFIC,Non-essential,D,P08651
VIM,Non-essential,D,P08670
CYP3A4,Cancer,O,P08684
CYP21A2,Non-essential,D,P08686
SERPINF2,Cancer,O,P08697
IL3,Non-essential,D,P08700
RPS17,Core,D,P08708
F7,Non-essential,D,P08709
KRT19,Non-essential,D,P08727
KRT7,Non-essential,D,P08729
GNAI3,Non-essential,D,P08754
ANXA5,Non-essential,D,P08758
KRT16,Non-essential,D,P08779
IGFBP1,Non-essential,D,P08833
STS,Non-essential,D,P08842
CELA3B,Non-essential,D,P08861
RPSA,Core,O,P08865
IL6R,Non-essential,D,P08887
HTR1A,Non-essential,D,P08908
ABHD2,Non-essential,D,P08910
CHRM5,Cancer,O,P08912
ADRA2A,Non-essential,D,P08913
ROS1,Non-essential,D,P08922
NMB,Non-essential,D,P08949
CD63,Non-essential,D,P08962
PKHD1,Non-essential,D,P08F94
MRPL3,Non-essential,D,P09001
SNRPA,Non-essential,D,P09012
HOXD4,Non-essential,D,P09016
HOXC4,Non-essential,D,P09017
FGF2,Non-essential,D,P09038
HOXB5,Non-essential,D,P09067
POU2F2,Non-essential,D,P09086
CELA3A,Cancer,O,P09093
ENO2,Non-essential,D,P09104
HBQ1,Non-essential,D,P09105
ACAA1,Non-essential,D,P09110
SLC10A3,Non-essential,D,P09131
SRP19,Core,B,P09132
DBH,Non-essential,D,P09172
GSTA2,Cancer,O,P09210
GSTP1,Non-essential,D,P09211
CST2,Non-essential,D,P09228
SNRPC,Core,D,P09234
MMP7,Non-essential,D,P09237
MMP10,Non-essential,D,P09238
CD48,Cancer,O,P09326
VIL1,Non-essential,D,P09327
CXCL1,Non-essential,D,P09341
LGALS1,Non-essential,D,P09382
QDPR,Non-essential,D,P09417
HMGB1,Non-essential,D,P09429
TNP1,Non-essential,D,P09430
RBP1,Non-essential,D,P09455
PAEP,Non-essential,D,P09466
FBP1,Non-essential,D,P09467
GNAO1,Non-essential,D,P09471
SPARC,Non-essential,D,P09486
GSTM1,Non-essential,D,P09488
TPM1,Non-essential,D,P09493
CLTA,Non-essential,D,P09496
CLTB,Non-essential,D,P09497
ANXA4,Non-essential,D,P09525
INHBB,Cancer,O,P09529
CNP,Non-essential,D,P09543
WNT2,Non-essential,D,P09544
CD7,Non-essential,D,P09564
HMOX1,Non-essential,D,P09601
CSF1,Non-essential,D,P09603
PDGFRB,Non-essential,D,P09619
DLD,Non-essential,D,P09622
HOXB7,Non-essential,D,P09629
HOXC6,Non-essential,D,P09630
HNRNPA1,Non-essential,D,P09651
SNRPA1,Core,B,P09661
CTSH,Non-essential,D,P09668
COX6C,Non-essential,D,P09669
GIP,Non-essential,D,P09681
SCT,Non-essential,D,P09683
CD3G,Non-essential,D,P09693
TACSTD2,Non-essential,D,P09758
FGR,Non-essential,D,P09769
LCT,Non-essential,D,P09848
C1S,Non-essential,D,P09871
PARP1,Non-essential,D,P09874
POLA1,Non-essential,D,P09884
IFI6,Non-essential,D,P09912
IFIT2,Non-essential,D,P09913
IFIT1,Non-essential,D,P09914
ALOX5,Cancer,O,P09917
CSF3,Non-essential,D,P09919
ALPI,Non-essential,D,P09923
UCHL1,Non-essential,D,P09936
FURIN,Non-essential,D,P09958
LTA4H,Cancer,O,P09960
ALDOC,Non-essential,D,P09972
NUDT7,Non-essential,D,P0C024
NUDT17,Non-essential,D,P0C025
FREM3,Non-essential,D,P0C091
RAB40AL,Non-essential,D,P0C0E4
C4A,Cancer,O,P0C0L4
C4B,Non-essential,D,P0C0L5
NPS,Cancer,O,P0C0P6
H2AZ1,Non-essential,D,P0C0S5
H2AC15,Core,D,P0C0S8
H2BW2,Non-essential,D,P0C1H6
WEE2,Non-essential,D,P0C1S8
TFPT,Non-essential,D,P0C1Z6
CCDC175,Non-essential,D,P0C221
SBK2,Non-essential,D,P0C263
SBK3,Non-essential,D,P0C264
FAM163B,Non-essential,D,P0C2L3
CTXN2,Non-essential,D,P0C2S0
FBXO45,Non-essential,D,P0C2W1
CT47B1,Non-essential,D,P0C2W7
FAM86B2,Non-essential,D,P0C5J1
KRTAP1-4,Non-essential,D,P0C5Y4
OR4E1,Non-essential,D,P0C645
BNIP5,Non-essential,D,P0C671
TSPAN19,Non-essential,D,P0C672
ZGLP1,Non-essential,D,P0C6A0
ANKRD34C,Non-essential,D,P0C6C1
LINGO3,Non-essential,D,P0C6S8
OST4,Non-essential,D,P0C6T2
USP17L7,Non-essential,D,P0C7H9
CCDC159,Non-essential,D,P0C7I6
SPINK8,Non-essential,D,P0C7L1
RHOXF2B,Non-essential,D,P0C7M4
IQCF3,Non-essential,D,P0C7M6
ACSM4,Non-essential,D,P0C7M7
CLEC2L,Non-essential,D,P0C7M8
CISD3,Non-essential,D,P0C7P0
SLFN14,Non-essential,D,P0C7P3
ARMS2,Non-essential,D,P0C7Q2
SLC35G4,Non-essential,D,P0C7Q5
SLC35G6,Non-essential,D,P0C7Q6
OR56A5,Non-essential,D,P0C7T3
HMSD,Non-essential,D,P0C7T4
ATXN1L,Cancer,O,P0C7T5
TMEM253,Non-essential,D,P0C7T8
ELFN1,Non-essential,D,P0C7U0
ZDHHC11B,Non-essential,D,P0C7U3
SUPT20HL2,Non-essential,D,P0C7V6
DCAF8L2,Non-essential,D,P0C7V8
PRR29,Non-essential,D,P0C7W0
CCDC172,Cancer,O,P0C7W6
ZNF688,Non-essential,D,P0C7X2
PIRT,Non-essential,D,P0C851
C1QTNF9,Non-essential,D,P0C862
PLA2G4B,Cancer,O,P0C869
JMJD7,Non-essential,D,P0C870
FAM228B,Non-essential,D,P0C875
RSPH10B,Cancer,O,P0C881
PATE4,Non-essential,D,P0C8F1
GCOM1,Cancer,O,P0CAP1
POLR2M,Non-essential,D,P0CAP2
ZNF735,Non-essential,D,P0CB33
PABPC4L,Non-essential,D,P0CB38
UBTFL1,Non-essential,D,P0CB47
OCM2,Non-essential,D,P0CE71
OCM,Non-essential,D,P0CE72
EBLN1,Non-essential,D,P0CF75
FAM200B,Non-essential,D,P0CF97
DERPC,Non-essential,D,P0CG12
CHTF8,Non-essential,D,P0CG13
PRR35,Non-essential,D,P0CG20
NHLRC4,Non-essential,D,P0CG21
ZNF853,Non-essential,D,P0CG23
GSTT2B,Non-essential,D,P0CG30
ZCCHC18,Non-essential,D,P0CG32
GOLGA6D,Non-essential,D,P0CG33
TMSB15A,Non-essential,D,P0CG34
TMSB15A,Non-essential,D,P0CG35
CFC1B,Non-essential,D,P0CG36
CFC1,Non-essential,D,P0CG37
POTEI,Non-essential,D,P0CG38
SP9,Non-essential,D,P0CG40
UBB,Core,O,P0CG47
UBC,Non-essential,D,P0CG48
ZNF705B,Non-essential,D,P0CI00
ZNF865,Non-essential,D,P0CJ78
ZNF888,Non-essential,D,P0CJ79
SLC35E2B,Non-essential,D,P0CK96
PRSS56,Non-essential,D,P0CW18
AKAIN1,Non-essential,D,P0CW23
PNMA6A,Non-essential,D,P0CW24
CCDC166,Non-essential,D,P0CW27
RNF224,Non-essential,D,P0DH78
ERLN,Non-essential,D,P0DI80
TRAPPC2,Core,O,P0DI81
TRAPPC2,Core,O,P0DI82
RAB34,Non-essential,D,P0DI83
PET100,Non-essential,D,P0DJ07
SMIM13,Non-essential,D,P0DJ93
SPMAP2L,Non-essential,D,P0DJG4
RD3L,Non-essential,D,P0DJH9
SAA2,Non-essential,D,P0DJI9
GIMD1,Non-essential,D,P0DJR0
TPBGL,Non-essential,D,P0DKB5
MPC1L,Non-essential,D,P0DKB6
ARL14EPL,Cancer,O,P0DKL9
ZNF728,Cancer,O,P0DKX0
SMIM18,Non-essential,D,P0DKX4
SMIM17,Non-essential,D,P0DL12
MT1HL1,Cancer,O,P0DM35
C8orf88,Non-essential,D,P0DMB2
APELA,Non-essential,D,P0DMC3
CSH2,Non-essential,D,P0DML3
INAFM2,Non-essential,D,P0DMQ5
C8orf89,Non-essential,D,P0DMQ9
ADORA3,Non-essential,D,P0DMS8
TMIGD3,Non-essential,D,P0DMS9
MRLN,Non-essential,D,P0DMT0
NLRP2B,Non-essential,D,P0DMW2
SMIM10L1,Non-essential,D,P0DMW3
SMIM10L2B,Non-essential,D,P0DMW4
SMIM10L2B,Non-essential,D,P0DMW5
C1GALT1C1L,Non-essential,D,P0DN25
PPIAL4G,Non-essential,D,P0DN37
STRIT1,Non-essential,D,P0DN84
CGB7,Non-essential,D,P0DN87
CCDC192,Non-essential,D,P0DO97
CALM1,Non-essential,D,P0DP23
CALM1,Non-essential,D,P0DP24
CALM1,Non-essential,D,P0DP25
TMEM225B,Non-essential,D,P0DP42
SLURP2,Non-essential,D,P0DP57
LYNX1,Non-essential,D,P0DP58
VSIG10L2,Non-essential,D,P0DP72
ERCC6,Non-essential,D,P0DP91
VSIG8,Non-essential,D,P0DPA2
SCHIP1,Non-essential,D,P0DPB3
POLR1D,Non-essential,D,P0DPB5
POLR1D,Non-essential,D,P0DPB6
ZNF723,Non-essential,D,P0DPD5
ECE2,Non-essential,D,P0DPD6
EEF1AKMT4,Non-essential,D,P0DPD7
TUBA3C,Non-essential,D,P0DPH7
TUBA3D,Cancer,O,P0DPH8
GATD3,Non-essential,D,P0DPI2
PRR20G,Non-essential,D,P0DPQ3
UGT2A1,Non-essential,D,P0DTE4
PTTG1IP2,Non-essential,D,P0DTF9
TMEM276,Non-essential,D,P0DTL5
ZFTRAF1,Non-essential,D,P0DTL6
GLI2,Cancer,O,P10070
GLI3,Non-essential,D,P10071
ZNF875,Non-essential,D,P10072
ZSCAN22,Non-essential,D,P10073
ZBTB48,Non-essential,D,P10074
GLI4,Non-essential,D,P10075
PYY,Cancer,O,P10082
CALCB,Non-essential,D,P10092
FDX1,Non-essential,D,P10109
RAP2A,Non-essential,D,P10114
SRGN,Non-essential,D,P10124
GZMB,Non-essential,D,P10144
CXCL8,Non-essential,D,P10145
CCL3,Non-essential,D,P10147
RNASE2,Non-essential,D,P10153
RO60,Non-essential,D,P10155
COX8A,Non-essential,D,P10176
MYB,Non-essential,D,P10242
MYBL1,Non-essential,D,P10243
MYBL2,Non-essential,D,P10244
GAA,Non-essential,D,P10253
AR,Non-essential,D,P10275
RARA,Non-essential,D,P10276
RRAS,Non-essential,D,P10301
HLA-C,Non-essential,D,P10321
ACR,Non-essential,D,P10323
ARAF,Non-essential,D,P10398
H1-4,Non-essential,D,P10412
BCL2,Non-essential,D,P10415
SPP1,Non-essential,D,P10451
DLAT,Non-essential,D,P10515
SAG,Non-essential,D,P10523
PTPRF,Non-essential,D,P10586
NR2F6,Non-essential,D,P10588
NR2F1,Non-essential,D,P10589
TXN,Core,B,P10599
TGFB3,Non-essential,D,P10600
COX5B,Non-essential,D,P10606
CTSA,Non-essential,D,P10619
MGST1,Non-essential,D,P10620
CYP2C8,Non-essential,D,P10632
CYP2D6,Non-essential,D,P10635
MAPT,Non-essential,D,P10636
C7,Non-essential,D,P10643
PRKAR1A,Non-essential,D,P10644
CHGA,Cancer,O,P10645
TFPI,Non-essential,D,P10646
ALPG,Non-essential,D,P10696
PF4V1,Non-essential,D,P10720
KIT,Non-essential,D,P10721
RBP3,Non-essential,D,P10745
UROS,Non-essential,D,P10746
CD28,Non-essential,D,P10747
FGF6,Non-essential,D,P10767
ESD,Non-essential,D,P10768
HSPD1,Core,D,P10809
RARB,Non-essential,D,P10826
THRA,Cancer,O,P10827
THRB,Non-essential,D,P10828
CLU,Non-essential,D,P10909
MCF2,Non-essential,D,P10911
GHR,Non-essential,D,P10912
IRF1,Cancer,O,P10914
HAPLN1,Non-essential,D,P10915
MYL2,Non-essential,D,P10916
CD8B,Non-essential,D,P10966
IAPP,Non-essential,D,P10997
HSPA5,Core,D,P11021
LAMC1,Non-essential,D,P11047
CD37,Cancer,O,P11049
MYH3,Non-essential,D,P11055
PNMT,Non-essential,D,P11086
ACP2,Non-essential,D,P11117
MAP2,Non-essential,D,P11137
HSPA8,Non-essential,D,P11142
LIPC,Non-essential,D,P11150
EGR2,Non-essential,D,P11161
SLC2A1,Non-essential,D,P11166
SLC2A2,Non-essential,D,P11168
SLC2A3,Non-essential,D,P11169
EPB41,Cancer,O,P11171
UMPS,Non-essential,D,P11172
PDHB,Non-essential,D,P11177
DBT,Non-essential,D,P11182
ITGAM,Non-essential,D,P11215
PYGB,Non-essential,D,P11216
PYGM,Non-essential,D,P11217
MBL2,Non-essential,D,P11226
CHRM1,Non-essential,D,P11229
CHRNB1,Non-essential,D,P11230
RALA,Non-essential,D,P11233
RALB,Non-essential,D,P11234
NAT2,Cancer,O,P11245
BCR,Non-essential,D,P11274
SPTB,Non-essential,D,P11277
LAMP1,Non-essential,D,P11279
ERG,Non-essential,D,P11308
PIM1,Cancer,O,P11309
ACADM,Non-essential,D,P11310
FGFR1,Non-essential,D,P11362
TOP1,Core,B,P11387
TOP2A,Core,B,P11388
G6PD,Non-essential,D,P11413
UBL4A,Non-essential,D,P11441
PSG1,Cancer,O,P11464
PSG2,Non-essential,D,P11465
VDR,Non-essential,D,P11473
ESRRA,Non-essential,D,P11474
FGF3,Non-essential,D,P11487
GNAT1,Non-essential,D,P11488
PC,Non-essential,D,P11498
CYP2A6,Non-essential,D,P11509
CYP19A1,Non-essential,D,P11511
DMD,Non-essential,D,P11532
MTHFD1,Non-essential,D,P11586
CETP,Non-essential,D,P11597
EPX,Non-essential,D,P11678
SCGB1A1,Cancer,O,P11684
SFTPC,Non-essential,D,P11686
CYP2C9,Non-essential,D,P11712
IGF2R,Non-essential,D,P11717
ADH5,Non-essential,D,P11766
PSKH1,Non-essential,D,P11801
CDK4,Non-essential,D,P11802
SRF,Non-essential,D,P11831
MS4A1,Non-essential,D,P11836
CRYGA,Non-essential,D,P11844
PRPS2,Non-essential,D,P11908
CD79A,Cancer,O,P11912
ODC1,Non-essential,D,P11926
